iter	RMSE
303	0.00680091999
304	0.006799854897
305	0.006798976952
306	0.006797850832
307	0.006796982288
308	0.006795944283
309	0.006795131675
310	0.006794114205
311	0.006793461763
312	0.006792054555
313	0.006790693395
314	0.006790315142
315	0.00678985315
316	0.006789049486
317	0.006788202421
318	0.006787234562
319	0.00678624796
320	0.006785308117
321	0.006784173459
322	0.006783004109
323	0.006782421813
324	0.006781256405
325	0.006780410813
326	0.006779609664
327	0.006778755891
328	0.006777801248
329	0.006777183474
330	0.006776390283
331	0.006775927811
332	0.006775126171
333	0.006773823138
334	0.006772606548
335	0.006771410655
336	0.006770493528
337	0.006769692147
338	0.006768872593
339	0.006767965369
340	0.006767025069
341	0.006766551798
342	0.00676582706
343	0.006765207172
344	0.00676475382
345	0.006764089979
346	0.006763111152
347	0.006762755726
348	0.006761804495
349	0.006760824336
350	0.006759895966
351	0.006758982957
352	0.006757982298
353	0.006757456108
354	0.00675680815
355	0.006756220607
356	0.00675496697
357	0.006754608445
358	0.006753791311
359	0.00675296471
360	0.006752149321
361	0.006751232303
362	0.006750769861
363	0.006749994679
364	0.006749176473
365	0.006748455741
366	0.006747435117
367	0.006747001815
368	0.006746338318
369	0.006745845317
370	0.006744745083
371	0.00674429407
372	0.006743627183
373	0.006742899257
374	0.006742299552
375	0.006741616565
376	0.006740934935
377	0.00673983537
378	0.006739540316
379	0.006739220435
380	0.006738480412
381	0.006737741422
382	0.006737466716
383	0.006737226759
384	0.00673657596
385	0.006735951623
386	0.006735319298
387	0.006734818374
388	0.006734303909
389	0.006733617253
390	0.00673310114
391	0.006732404175
392	0.00673191862
393	0.006731326544
394	0.00673038668
395	0.006730014701
396	0.006729301134
397	0.006728768953
398	0.006728603488
399	0.006728404099
400	0.006728193078
401	0.006727685069
402	0.006727202153
403	0.006726426152
404	0.006725787777
405	0.006725258704
406	0.006724349286
407	0.006723788517
408	0.006723250473
409	0.0067226669
410	0.006721872648
411	0.006721449482
412	0.006720895397
413	0.006719998725
414	0.006719520124
415	0.006719075255
416	0.006718691606
417	0.006717704803
418	0.006717303037
419	0.006716895339
420	0.006715889358
421	0.006715414651
422	0.006715096817
423	0.006714567665
424	0.006713837178
425	0.006713105934
426	0.006712611689
427	0.006711975865
428	0.006711366075
429	0.006710510486
430	0.006709863606
431	0.006709129875
432	0.006708639856
433	0.006708114602
434	0.006707600727
435	0.006707293276
436	0.006706737233
437	0.006706187645
438	0.006705371756
439	0.006704768984
440	0.006704106318
441	0.006703373896
442	0.006702663933
443	0.00670229074
444	0.006701530053
445	0.006701237805
446	0.006700514325
447	0.006700063206
448	0.006699597057
449	0.006698932126
450	0.006698374631
451	0.006697973149
452	0.006697549971
453	0.006696989022
454	0.006696268985
455	0.0066958034
456	0.006695437699
457	0.006694997659
458	0.006694364761
459	0.006693747266
460	0.006693296668
461	0.006693001427
462	0.006692265932
463	0.006691775352
464	0.0066912434
465	0.006690974197
466	0.006690426899
467	0.006690152081
468	0.006689649659
469	0.006689109075
470	0.006688437468
471	0.006687622701
472	0.006687209062
473	0.006686652102
474	0.006686296528
475	0.006685973056
476	0.006685484854
477	0.006684895906
478	0.006684533334
479	0.006684112065
480	0.006683699895
481	0.00668331406
482	0.006683096797
483	0.006682832501
484	0.006682377521
485	0.006682108757
486	0.006681657552
487	0.006681149235
488	0.006680636238
489	0.006680217123
490	0.00667980291
491	0.006679646905
492	0.006679399924
493	0.006678901133
494	0.006678492467
495	0.006678140007
496	0.006677599408
497	0.006677376842
498	0.006676933562
499	0.006676619203
500	0.006676057314
501	0.006675584946
502	0.00667522282
503	0.006674956916
504	0.00667458092
505	0.006674318831
506	0.006673890212
507	0.006673676418
508	0.006673226002
509	0.006673036856
510	0.00667244892
511	0.006672118832
512	0.006671941482
513	0.006671525274
514	0.006670808385
515	0.006670511864
516	0.006670253554
517	0.006670012901
518	0.006669758846
519	0.006668792989
520	0.006668515584
521	0.006668047476
522	0.006667441822
523	0.006667140841
524	0.006666894981
525	0.006666243806
526	0.00666602012
527	0.006665688602
528	0.006664914718
529	0.006664511871
530	0.006663966639
531	0.006663480448
532	0.006663022181
533	0.006662424318
534	0.006662036882
535	0.006661613609
536	0.006661134867
537	0.006660569553
538	0.006660165987
539	0.006659803436
540	0.006659477029
541	0.006658990584
542	0.006658637598
543	0.006658116411
544	0.006657648014
545	0.006657349379
546	0.006656983088
547	0.006656493609
548	0.006656031323
549	0.00665544771
550	0.006655059013
551	0.006654628345
552	0.006654395506
553	0.00665394358
554	0.00665361332
555	0.006653111474
556	0.006652830322
557	0.006652623923
558	0.006652039222
559	0.006651488355
560	0.006650837284
561	0.006650321442
562	0.006649795392
563	0.006649441336
564	0.006648948648
565	0.006648506083
566	0.006648176311
567	0.006647843716
568	0.006647520796
569	0.006647148781
570	0.006646809781
571	0.006646595653
572	0.006646395141
573	0.006645737318
574	0.006645243259
575	0.006645018728
576	0.006644655252
577	0.006644090375
578	0.006643641159
579	0.006643438037
580	0.006643287944
581	0.006642978199
582	0.006642630024
583	0.00664240373
584	0.006642192678
585	0.006641635649
586	0.006641279726
587	0.006640972688
588	0.00664069647
589	0.00664042153
590	0.006640131877
591	0.006639666334
592	0.006639208135
593	0.006638840893
594	0.006638430759
595	0.006638235481
596	0.006637714169
597	0.006637368742
598	0.006636942175
599	0.006636632026
600	0.006636307876
601	0.006636027259
602	0.006635626276
603	0.006635290706
604	0.006634801893
605	0.006634464699
606	0.006634106215
607	0.006633675708
608	0.006633036423
609	0.006632684955
610	0.006632363998
611	0.006632154919
612	0.006631819842
613	0.006631597597
614	0.006631276799
615	0.006630833113
616	0.00663062218
617	0.006630273762
618	0.00662996409
619	0.006629504164
620	0.006629095679
621	0.006628792373
622	0.006628423569
623	0.006628324909
624	0.00662790221
625	0.006627585513
626	0.006627352321
627	0.006626930688
628	0.006626720759
629	0.006626194865
630	0.00662590707
631	0.006625730773
632	0.006625498235
633	0.006625232155
634	0.006624922563
635	0.006624670048
636	0.006624227816
637	0.006624027893
638	0.006623691857
639	0.006623381732
640	0.00662316888
641	0.006622688688
642	0.006622405208
643	0.006622158191
644	0.006621908947
645	0.00662143602
646	0.006620954101
647	0.00662068838
648	0.006620425363
649	0.006620163584
650	0.006619812949
651	0.006619536525
652	0.0066192445
653	0.006618897801
654	0.006618500762
655	0.006617943296
656	0.006617686611
657	0.006617396736
658	0.006617189006
659	0.006616819663
660	0.00661660068
661	0.006616284603
662	0.00661614064
663	0.006615784864
664	0.006615602356
665	0.006615304368
666	0.006614930808
667	0.006614643724
668	0.006614141108
669	0.006613808093
670	0.006613554677
671	0.006613173927
672	0.00661300573
673	0.006612879382
674	0.006612659513
675	0.006612467674
676	0.006612255103
677	0.006612002584
678	0.006611688837
679	0.006611500119
680	0.00661125804
681	0.00661110467
682	0.006610858013
683	0.006610471183
684	0.006610112485
685	0.006609854198
686	0.006609654445
687	0.006609524994
688	0.006609255647
689	0.006608994107
690	0.006608638157
691	0.006608374075
692	0.006608190754
693	0.00660794174
694	0.00660773809
695	0.006607483553
696	0.006607084756
697	0.006606916246
698	0.006606784282
699	0.006606515301
700	0.006606166944
701	0.006605874974
702	0.006605641206
703	0.006605373365
704	0.006605093962
705	0.006604914461
706	0.006604669801
707	0.00660436912
708	0.00660403394
709	0.006603891823
710	0.006603668346
711	0.006603402745
712	0.006603069908
713	0.006602977008
714	0.006602849643
715	0.006602416185
716	0.006602175488
717	0.006601886773
718	0.006601652411
719	0.006601371177
720	0.006601175549
721	0.006600986241
722	0.006600801798
723	0.006600590434
724	0.006600271335
725	0.006599914567
726	0.006599625899
727	0.006599338037
728	0.006599187292
729	0.00659899049
730	0.006598549184
731	0.006598372316
732	0.006598184997
733	0.00659793815
734	0.006597682598
735	0.006597532056
736	0.006597291239
737	0.006597098555
738	0.006596885313
739	0.006596542798
740	0.006596313793
741	0.006596179706
742	0.006595980486
743	0.00659582364
744	0.006595650524
745	0.006595378114
746	0.006595115478
747	0.006594873423
748	0.006594752965
749	0.006594499802
750	0.006594317774
751	0.006594179494
752	0.006594037842
753	0.006593784842
754	0.0065936479
755	0.006593453676
756	0.006593273466
757	0.006592981732
758	0.006592671084
759	0.006592394951
760	0.006592177453
761	0.006591933635
762	0.006591704343
763	0.006591503482
764	0.0065912523
765	0.006590947775
766	0.006590803484
767	0.006590518627
768	0.006590407784
769	0.006590081093
770	0.006589738825
771	0.00658959654
772	0.006589492226
773	0.006589410291
774	0.006589192279
775	0.006588988718
776	0.006588687478
777	0.006588448736
778	0.006588360828
779	0.006588353518
780	0.006588137948
781	0.006587930168
782	0.006587785912
783	0.006587634053
784	0.006587299375
785	0.006587129498
786	0.006586875972
787	0.006586569631
788	0.006586271275
789	0.00658598677
790	0.00658581889
791	0.006585498414
792	0.006585322696
793	0.006585190489
794	0.006584885734
795	0.006584636252
796	0.006584342989
797	0.006584251341
798	0.006584067205
799	0.00658381651
800	0.006583557605
801	0.006583344918
802	0.006583075606
803	0.006582935999
804	0.006582928771
805	0.006582484707
806	0.006582191603
807	0.006581963641
808	0.00658179273
809	0.006581581266
810	0.006581272879
811	0.006581058705
812	0.006580909444
813	0.006580677786
814	0.006580477212
815	0.006580269137
816	0.006580138933
817	0.00658009267
818	0.006579818635
819	0.006579653217
820	0.006579392589
821	0.006579223153
822	0.00657896044
823	0.006578618452
824	0.006578443199
825	0.006578175666
826	0.006578051453
827	0.006577781713
828	0.006577573803
829	0.006577567138
830	0.006577344741
831	0.006577177075
832	0.006577006974
833	0.006576828995
834	0.006576685797
835	0.006576452988
836	0.006576244331
837	0.006575962836
838	0.006575739971
839	0.006575527459
840	0.006575230922
841	0.006574993508
842	0.00657472281
843	0.006574565881
844	0.006574233809
845	0.006573949705
846	0.006573697619
847	0.006573635806
848	0.006573629518
849	0.006573429358
850	0.006573264916
851	0.006573175001
852	0.006572917495
853	0.006572785172
854	0.006572612082
855	0.006572411239
856	0.006572231278
857	0.006572073142
858	0.006572068616
859	0.006571906577
860	0.006571599856
861	0.006571349784
862	0.006571079513
863	0.006570829896
864	0.006570616215
865	0.006570430243
866	0.006570260407
867	0.006570007271
868	0.006569794893
869	0.006569673941
870	0.006569492791
871	0.006569220748
872	0.006568962555
873	0.006568908045
874	0.00656873221
875	0.006568454803
876	0.006568222324
877	0.006568072413
878	0.006567914947
879	0.006567781767
880	0.006567482539
881	0.00656714292
882	0.006567018498
883	0.006566889659
884	0.006566710777
885	0.006566566102
886	0.006566320991
887	0.006566145328
888	0.006565873118
889	0.00656576575
890	0.006565646999
891	0.006565553537
892	0.006565408822
893	0.006565246802
894	0.006565055212
895	0.006564778893
896	0.006564502795
897	0.00656430233
898	0.006564151412
899	0.006563992875
900	0.006563939751
901	0.00656376352
902	0.00656351057
903	0.006563266385
904	0.006563158873
905	0.006562959741
906	0.006562757372
907	0.006562690713
908	0.006562551731
909	0.006562305575
910	0.006562154362
911	0.006561940858
912	0.006561765312
913	0.006561641649
914	0.006561333602
915	0.006561275825
916	0.006561042595
917	0.006560810504
918	0.006560676748
919	0.006560473881
920	0.0065601762
921	0.00655991847
922	0.006559783029
923	0.006559472666
924	0.006559252938
925	0.006559065947
926	0.00655887007
927	0.006558619126
928	0.006558532356
929	0.006558273868
930	0.006558164467
931	0.006557866276
932	0.006557609534
933	0.006557427788
934	0.006557243021
935	0.006557134769
936	0.006556926561
937	0.006556799546
938	0.006556643238
939	0.006556511398
940	0.006556357991
941	0.006556213889
942	0.006556011941
943	0.006555776781
944	0.00655577127
945	0.006555628669
946	0.006555413786
947	0.006555239532
948	0.006555143188
949	0.006554863117
950	0.0065546734
951	0.006554503699
952	0.006554363681
953	0.006554358484
954	0.006554272215
955	0.006553909928
956	0.006553737989
957	0.00655361622
958	0.006553456106
959	0.006553262345
960	0.006553032465
961	0.006552880635
962	0.006552642227
963	0.006552561215
964	0.006552529005
965	0.006552382319
966	0.006552132923
967	0.006552006855
968	0.006551811489
969	0.006551694612
970	0.006551629985
971	0.006551542976
972	0.006551410495
973	0.006551211772
974	0.006551034899
975	0.006550870583
976	0.006550735106
977	0.006550612326
978	0.00655051663
979	0.006550353749
980	0.006550224031
981	0.006550089945
982	0.006549896979
983	0.006549703322
984	0.006549454665
985	0.006549326019
986	0.006549207527
987	0.006548944088
988	0.006548743156
989	0.006548536573
990	0.006548310953
991	0.006548204423
992	0.006548074261
993	0.006547911135
994	0.006547722094
995	0.006547551743
996	0.006547393385
997	0.006547297087
998	0.006547230002
999	0.006547175289
